DateTime,competition,category,name,team,team.abb,score,born
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"KIM, Cynthia",M SYNCHRONIZED SWIMMING,MST,54.068,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"BIDOLLARI, Julia","BIDOLLARI, Julia",CBS,53.4694,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"REITER, Grace",NEW CANAAN Y AQUIANAS,NCY,53.3911,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"BAITINGER, Laura",NORTHERN VIRGINIA NEREIDS,NVN,53.0952,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"BISHOP, Gracelyn",SWIMKINS SYNCHRONIZED,BSK,52.7994,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ESCAMILLA-SALOMON, Adelina",CAMBRIDGE SYNCHRO,CBS,52.221,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ZACHER, Kori",SCOTTSDALE SYNCHRO,SAZ,51.5612,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SULLIVAN, Taylor",SWIMKINS SYNCHRONIZED,BSK,51.0919,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"PARADIS, Julia",OPTIMA SYNCHRO,OPT,50.5748,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"JENSCH, Emily",SO NEVADA DESERT MERMAIDS,SND,42.1394,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"PATEL, Srishti",MERAQUAS OF IRVINE,MQI,42.051,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"BELL, Kyla",SO NEVADA DESERT MERMAIDS,SND,41.2891,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"POWERS, Fiona",NEW CANAAN Y AQUIANAS,NCY,39.6836,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"KEARSLEY, Hailey",WALNUT CREEK AQUANUTS,WCA,0,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"TROMP, Meghan",ARUBA,ARU,0,
7/3/2017,Junior Olympic 2017,13-15,"Meza, Nicole",La Mirada Aquabelles,LMA,69.3926,
7/3/2017,Junior Olympic 2017,13-15,"Orlovska, Veronika",La Mirada Aquabelles,LMA,69.0592,
7/3/2017,Junior Olympic 2017,13-15,"Low, Jade",La Mirada Aquabelles,LMA,68.3334,
7/3/2017,Junior Olympic 2017,13-15,"Li, Olivia",New Canaan Y Aquianas,NCY,67.874,
7/3/2017,Junior Olympic 2017,13-15,"Wang, Ashlyn",Arizona Desert Dolphins,AZD,67.4667,
7/3/2017,Junior Olympic 2017,13-15,"Chang, Yujin",Santa Clara Aquamaids,SCA,67.0444,
7/3/2017,Junior Olympic 2017,13-15,"Zimm, Victoria",Arizona Desert Dolphins,AZD,66.9038,
7/3/2017,Junior Olympic 2017,13-15,"Terry, Valentina",Coral Springs Aquacades,CSQ,66.526,
7/3/2017,Junior Olympic 2017,13-15,"Ospina, Gabriela",Coral Springs Aquacades,CSQ,66.4962,
7/3/2017,Junior Olympic 2017,13-15,"Terry, Gabriella",Coral Springs Aquacades,CSQ,66.0074,
7/3/2017,Junior Olympic 2017,13-15,"Reveno, Katie",Coral Springs Aquacades,CSQ,65.9926,
7/3/2017,Junior Olympic 2017,13-15,"Seung, Noela",Meraquas of Irvine,MQI,65.8073,
7/3/2017,Junior Olympic 2017,13-15,"Latchford, Ashley",Swimkins Synchronized,BSK,65.6444,
7/3/2017,Junior Olympic 2017,13-15,"Beach, Delaney",Scottsdale Synchro,SAZ,65.6148,
7/3/2017,Junior Olympic 2017,13-15,"Holmes, Brianna",Santa Clara Aquamaids,SCA,65.363,
7/3/2017,Junior Olympic 2017,13-15,"Rutan, Aubrie",Sacramento Synchronized Swim,SSS,65.3556,
7/3/2017,Junior Olympic 2017,13-15,"Tappe, Megan",New Canaan Y Aquianas,NCY,65.2667,
7/3/2017,Junior Olympic 2017,13-15,"Hunter, Keana",Seattle Synchro,SST,65.2519,
7/3/2017,Junior Olympic 2017,13-15,"SCHOEL, MJ",Sacramento Synchro Swim,SSS,64.9408,
7/3/2017,Junior Olympic 2017,13-15,"Romney, Ashley",Rocky Mountain Splash,RMS,64.9186,
7/3/2017,Junior Olympic 2017,13-15,"Retamozo, Ana Maria",So Nevada Desert Mermaids,SND,64.8668,
7/3/2017,Junior Olympic 2017,13-15,"Catahan, Marian",Carolina Synchro Club,CAS,64.8297,
7/3/2017,Junior Olympic 2017,13-15,"Lipowitz, Emma",So Nevada Desert Mermaids,SND,64.763,
7/3/2017,Junior Olympic 2017,13-15,"Chen, Naomi",Santa Clara Aquamaids,SCA,64.7408,
7/3/2017,Junior Olympic 2017,13-15,"Crichton, Makayla",Scottsdale Synchro,SAZ,64.7333,
7/3/2017,Junior Olympic 2017,13-15,"Ding, Emily",Santa Clara Aquamaids,SCA,64.5703,
7/3/2017,Junior Olympic 2017,13-15,"Homer, Jordyn",Scottsdale Synchro,SAZ,64.4592,
7/3/2017,Junior Olympic 2017,13-15,"Lee, Deborah",Meraquas of Irvine,MQI,64.4148,
7/3/2017,Junior Olympic 2017,13-15,"Penas, Arjolyn",Scottsdale Synchro,SAZ,64.3037,
7/3/2017,Junior Olympic 2017,13-15,"Liu, Joanna",Rocky Mountain Splash,RMS,64.1926,
7/3/2017,Junior Olympic 2017,13-15,Rocky Mountain Splash,Town Tonawanda Aquettes,TTA,64.1184,
7/3/2017,Junior Olympic 2017,13-15,"Haynes, Haylee",Arizona Desert Dolphins,AZD,64.111,
7/3/2017,Junior Olympic 2017,13-15,"Floresca, Jazmine",Santa Clara Aquamaids,SCA,64.0074,
7/3/2017,Junior Olympic 2017,13-15,"Rask, Isabel",Suncoast Waterworks,SWW,64.0073,
7/3/2017,Junior Olympic 2017,13-15,"Peterson, Ariel",Meraquas of Irvine,MQI,63.9778,
7/3/2017,Junior Olympic 2017,13-15,"Paradis, Julia",Optima Synchro,OPT,63.9111,
7/1/2017,Junior Olympic 2017,12 under,"Field, Megumi",La Mirada Aquabelles,LMA,65.1354,
7/1/2017,Junior Olympic 2017,12 under,"Hur, Yoonseo",Pirouettes of Texas,PTX,64.7052,
7/1/2017,Junior Olympic 2017,12 under,"Melson, Anya",Minnesota Synchronettes,MNS,64.0726,
7/1/2017,Junior Olympic 2017,12 under,"Morgan, Rile",Santa Clara Aquamaids,SCA,63.8939,
7/1/2017,Junior Olympic 2017,12 under,"Park, Juna",Sacramento Synchronized Swim,SSS,63.488,
7/1/2017,Junior Olympic 2017,12 under,"Rau, Ella",MAC Synchro,MCS,63.0772,
7/1/2017,Junior Olympic 2017,12 under,"Sullivan, Taylor",Swimkins Synchronized,BSK,63.058,
7/1/2017,Junior Olympic 2017,12 under,"Chung, Nicole",La Mirada Aquabelles,LMA,63.0435,
7/1/2017,Junior Olympic 2017,12 under,"Cho, Sarine",La Mirada Aquabelles,LMA,62.6136,
7/1/2017,Junior Olympic 2017,12 under,"Liu, Calista",La Mirada Aquabelles,LMA,62.087,
7/1/2017,Junior Olympic 2017,12 under,"McMillan, Cambell",MAC Synchro,MCS,61.7246,
7/1/2017,Junior Olympic 2017,12 under,"Zuniga, Giordanna",WALNUT CREEK AQUANUTS,WCA,61.6475,
7/1/2017,Junior Olympic 2017,12 under,"Grosz, Elizabeth",New Canaan Y Aquianas,NCY,61.1739,
7/1/2017,Junior Olympic 2017,12 under,"Yamamoto, Miya",WALNUT CREEK AQUANUTS,WCA,61.0822,
7/1/2017,Junior Olympic 2017,12 under,"Kwan, Kaitlyn",Santa Clara Aquamaids,SCA,61.0145,
7/1/2017,Junior Olympic 2017,12 under,"McCreight, Taylo",Santa Clara Aquamaids,SCA,60.8986,
7/1/2017,Junior Olympic 2017,12 under,"Pindi, Manu",Pirouettes of Texas,PTX,60.7971,
7/1/2017,Junior Olympic 2017,12 under,"Ovadia, Dalia",WALNUT CREEK AQUANUTS,WCA,60.691,
7/1/2017,Junior Olympic 2017,12 under,"Lev-Bakkar, Varvara",So Nevada Desert Mermaids,SND,60.488,
7/1/2017,Junior Olympic 2017,12 under,"Lanxon, Sydney",New Canaan Y Aquianas,NCY,60.4443,
7/1/2017,Junior Olympic 2017,12 under,"Shen, Isabelle",New Canaan Y Aquianas,NCY,60.3478,
7/1/2017,Junior Olympic 2017,12 under,"Armendariz, Marlene",Hialeah Stormettes,HSS,60.2946,
7/1/2017,Junior Olympic 2017,12 under,"Contreras-Romero, Siracide",Pirouettes of Texas,PTX,60.1207,
7/1/2017,Junior Olympic 2017,12 under,"Rath, Sophia",MAC Synchro,MCS,60.0483,
7/1/2017,Junior Olympic 2017,12 under,"Moore, Emileen",WALNUT CREEK AQUANUTS,WCA,60.029,
7/1/2017,Junior Olympic 2017,12 under,"Perez, Olivia",Santa Clara Aquamaids,SCA,59.9372,
7/1/2017,Junior Olympic 2017,12 under,"Kim, Emma",Austin Angelfish,AYA,59.9277,
7/1/2017,Junior Olympic 2017,12 under,"Peterson, Astrid",Meraquas of Irvine,MQI,59.9275,
7/1/2017,Junior Olympic 2017,12 under,"Hafsi, Jennah",Tampa YMCA Synchro,TYS,59.889,
7/1/2017,Junior Olympic 2017,12 under,"Waltzer, Allison",Hialeah Stormettes,HSS,59.8503,
7/1/2017,Junior Olympic 2017,12 under,"Nakari, Selina",Santa Clara Aquamaids,SCA,59.3671,
7/1/2017,Junior Olympic 2017,12 under,"Llaguno, Emma",Meraquas of Irvine,MQI,59.2946,
7/1/2017,Junior Olympic 2017,12 under,"Thompson, Ayanna",La Mirada Aquabelles,LMA,59.2851,
7/1/2017,Junior Olympic 2017,12 under,"Rebensdorf, Mia",Sacramento Synchro Swim,SSS,59.2367,
7/1/2017,Junior Olympic 2017,12 under,"Canna, Olivia",Town Tonawanda Aquettes,TTA,59.1594,
7/1/2017,Junior Olympic 2017,12 under,"Liu, Vanessa",Meraquas of Irvine,MQI,58.8696,
7/1/2017,Junior Olympic 2017,12 under,"Yi, Lydia",Santa Clara Aquamaids,SCA,58.7632,
7/1/2017,Junior Olympic 2017,12 under,"Ma, Caroline",Santa Clara Aquamaids,SCA,58.5604,
7/1/2017,Junior Olympic 2017,12 under,"Valdez, Nathalia",Pirouettes of Texas,PTX,58.3865,
7/1/2017,Junior Olympic 2017,12 under,"Vaillancourt, Alexa",CAMBRIDGE SYNCHRO,CBS,58.3623,
7/1/2017,Junior Olympic 2017,12 under,"Heslip, Emma",Arizona Desert Dolphins,AZD,58.2851,
7/1/2017,Junior Olympic 2017,12 under,"Fullen, Elizabeth",Cincinnati Synchrogators,CSG,58.1642,
7/1/2017,Junior Olympic 2017,12 under,"Lee, Olivia",Pirouettes of Texas,PTX,58.111,
7/1/2017,Junior Olympic 2017,12 under,"Nath, Maria",Cincinnati Synchrogators,CSG,58.0677,
7/1/2017,Junior Olympic 2017,12 under,"Sims, Regan",Austin Angelfish,AYA,58.0097,
7/1/2017,Junior Olympic 2017,12 under,"Li, Bonnie",Optima Synchro,OPT,57.9758,
7/1/2017,Junior Olympic 2017,12 under,"Santos, Emily",Hialeah Stormettes,HSS,57.8019,
7/1/2017,Junior Olympic 2017,12 under,"Cook, Aubrey",Arizona Desert Dolphins,AZD,57.7875,
7/1/2017,Junior Olympic 2017,12 under,"Wathen, Jessica",WALNUT CREEK AQUANUTS,WCA,57.5412,
7/1/2017,Junior Olympic 2017,12 under,"Ortega, Melany",Hialeah Stormettes,HSS,57.4494,
7/1/2017,Junior Olympic 2017,12 under,"Daniel, Perry",Santa Clara Aquamaids,SCA,57.2077,
7/1/2017,Junior Olympic 2017,12 under,"Wong, Radia",Santa Clara Aquamaids,SCA,57.2077,
7/1/2017,Junior Olympic 2017,12 under,"Tatar-Timberg, Una",Scottsdale Synchro,SAZ,56.9904,
7/1/2017,Junior Olympic 2017,12 under,"Zhu, Cindy",Meraquas of Irvine,MQI,56.9517,
7/1/2017,Junior Olympic 2017,12 under,"Roger, Angelie",Swimkins Synchronized,BSK,56.918,
7/1/2017,Junior Olympic 2017,12 under,"Nitta, Reiko",MAC Synchro,MCS,56.8454,
7/1/2017,Junior Olympic 2017,12 under,"Woelfel, Morgan",WALNUT CREEK AQUANUTS,WCA,56.7004,
7/1/2017,Junior Olympic 2017,12 under,"Kwon, Audrey",Seattle Synchro,SST,56.657,
7/1/2017,Junior Olympic 2017,12 under,"Kiso, Chloe",Meraquas of Irvine,MQI,56.6183,
7/1/2017,Junior Olympic 2017,12 under,"Kawakami, Carmen",WALNUT CREEK AQUANUTS,WCA,56.4832,
7/1/2017,Junior Olympic 2017,12 under,"Silva-Valero, Alexa",Hialeah Stormettes,HSS,56.4443,
7/1/2017,Junior Olympic 2017,12 under,"Zimm, Eva",Arizona Desert Dolphins,AZD,56.4299,
7/1/2017,Junior Olympic 2017,12 under,"Romney, Madison",Rocky Mountain Splash,RMS,56.3816,
7/1/2017,Junior Olympic 2017,12 under,"Naqvi, Sara",Rocky Mountain Splash,RMS,56.2561,
7/1/2017,Junior Olympic 2017,12 under,"Elhart, Rachael",Charlottesville Swans,CSW,56.2223,
7/1/2017,Junior Olympic 2017,12 under,"Choi, Irene",M Synchronized Swimming,MST,56.1981,
7/1/2017,Junior Olympic 2017,12 under,"Burdette, Kennah",Arizona Desert Dolphins,AZD,56.1499,
7/1/2017,Junior Olympic 2017,12 under,"O'Neil, Ayla",WALNUT CREEK AQUANUTS,WCA,56.1401,
7/1/2017,Junior Olympic 2017,12 under,"Nodora, Angelina",Kansas City Sea Sprites,KCS,56.1207,
7/1/2017,Junior Olympic 2017,12 under,"Valentovics, Viktoria",Northern Virginia Nereids,NVN,55.9371,
7/1/2017,Junior Olympic 2017,12 under,"Choi, Madelyn",M Synchronized Swimming,MST,55.8936,
7/1/2017,Junior Olympic 2017,12 under,"Castanedo, Emily",Hialeah Stormettes,HSS,55.8888,
7/1/2017,Junior Olympic 2017,12 under,"Hollander, Ella",Cincinnati Synchrogators,CSG,55.8116,
7/1/2017,Junior Olympic 2017,12 under,"Shen, Aubrey",M Synchronized Swimming,MST,55.7441,
7/1/2017,Junior Olympic 2017,12 under,"Zhai, Lina",Santa Clara Aquamaids,SCA,55.7294,
7/1/2017,Junior Olympic 2017,12 under,"Chiang, Iris",Santa Clara Aquamaids,SCA,55.4977,
